"order_id","order_date","ship_date","ship_mode","state","city","zip_code","cust_id"
"US-2015-113593","2018-04-18","2018-04-20","First Class","California","Santa Maria","93454","NC-18415"
"US-2017-129777","2020-07-03","2020-07-09","Standard Class","Massachusetts","Quincy","2169","FM-14290"
"CA-2017-148404","2020-10-07","2020-10-11","Standard Class","North Carolina","Charlotte","28205","Dp-13240"
"CA-2017-145779","2020-05-06","2020-05-10","Standard Class","Arizona","Tucson","85705","DB-13615"
"CA-2017-166499","2020-03-19","2020-03-20","First Class","New Jersey","Lakewood","8701","VG-21805"
"CA-2015-104486","2018-05-01","2018-05-06","Standard Class","California","San Francisco","94109","PO-18850"
"CA-2017-134915","2020-11-12","2020-11-12","Same Day","Arizona","Glendale","85301","EM-14140"
"CA-2014-165540","2017-02-21","2017-02-25","Standard Class","Illinois","Woodstock","60098","TM-21010"
"US-2017-122637","2020-09-03","2020-09-08","Second Class","Illinois","Chicago","60653","EP-13915"
"US-2016-164196","2019-11-11","2019-11-17","Standard Class","Indiana","Noblesville","46060","AS-10285"
"US-2017-146906","2020-03-13","2020-03-17","Standard Class","New York","New York City","10011","MT-17815"
"US-2017-102288","2020-06-19","2020-06-23","Standard Class","Texas","Houston","77095","ZC-21910"
"CA-2017-106033","2020-10-15","2020-10-18","Second Class","California","San Francisco","94110","FG-14260"
"CA-2015-119508","2018-12-04","2018-12-09","Standard Class","California","Lakewood","90712","TZ-21580"
"CA-2017-167227","2020-11-02","2020-11-05","First Class","Missouri","Saint Louis","63116","NP-18670"
"CA-2016-163755","2019-11-04","2019-11-08","Second Class","Washington","Seattle","98103","AS-10285"
"CA-2014-134551","2017-12-20","2017-12-25","Standard Class","Tennessee","Columbia","38401","TS-21505"
"CA-2015-145814","2018-11-19","2018-11-24","Standard Class","New York","New York City","10035","KD-16345"
"CA-2014-139542","2017-10-25","2017-10-29","Standard Class","Pennsylvania","Philadelphia","19120","EH-14185"
"US-2016-127971","2019-11-20","2019-11-27","Standard Class","Texas","Houston","77095","DW-13195"
"CA-2017-122763","2020-03-20","2020-03-20","Same Day","Texas","Houston","77041","HG-14845"
"US-2015-142020","2018-06-04","2018-06-08","Second Class","New York","New York City","10024","TC-21535"
"CA-2015-116092","2018-02-15","2018-02-18","Second Class","California","Los Angeles","90004","JM-16195"
"US-2015-168732","2018-12-10","2018-12-16","Standard Class","Georgia","Roswell","30076","KM-16660"
"CA-2016-100300","2019-06-24","2019-06-26","Second Class","California","San Diego","92037","MJ-17740"
"CA-2014-110527","2017-08-09","2017-08-16","Standard Class","California","San Diego","92037","ED-13885"
"CA-2016-157245","2019-05-19","2019-05-24","Standard Class","Virginia","Arlington","22204","LE-16810"
"CA-2015-126669","2018-11-07","2018-11-13","Standard Class","Texas","Houston","77036","DO-13645"
"CA-2016-134691","2019-11-14","2019-11-18","Standard Class","Texas","Houston","77041","KC-16540"
"CA-2015-152513","2018-07-04","2018-07-08","Second Class","California","San Diego","92024","JP-16135"
"CA-2016-110730","2019-09-23","2019-09-26","Second Class","Washington","Seattle","98115","CM-11815"
"CA-2017-132353","2020-09-15","2020-09-17","First Class","Illinois","Chicago","60653","DB-13060"
"CA-2017-166919","2020-11-23","2020-11-27","Standard Class","Texas","Dallas","75220","AH-10210"
"US-2017-102183","2020-08-21","2020-08-28","Standard Class","New York","New York City","10035","PK-19075"
"CA-2017-112900","2020-04-09","2020-04-12","Second Class","Michigan","Detroit","48205","KL-16645"
"CA-2014-152296","2017-08-01","2017-08-03","First Class","California","San Francisco","94122","IL-15100"
"US-2015-150231","2018-03-16","2018-03-20","Second Class","New York","New York City","10009","JK-15640"
"US-2014-121566","2017-06-30","2017-07-06","Standard Class","New York","New York City","10011","CS-11860"
"CA-2016-125094","2019-11-05","2019-11-09","Standard Class","Washington","Seattle","98105","NP-18700"
"CA-2016-159891","2019-01-31","2019-02-06","Standard Class","Georgia","Atlanta","30318","BF-11170"
"CA-2017-162936","2020-08-18","2020-08-22","Standard Class","Massachusetts","New Bedford","2740","CM-12160"
"CA-2017-153822","2020-09-19","2020-09-25","Standard Class","Arizona","Phoenix","85023","AB-10105"
"CA-2017-101077","2020-03-25","2020-03-30","Second Class","Texas","Dallas","75081","DB-13660"
"CA-2015-106215","2018-04-16","2018-04-21","Standard Class","Pennsylvania","Philadelphia","19143","BN-11470"
"CA-2017-147361","2020-09-09","2020-09-15","Standard Class","South Carolina","Florence","29501","SB-20290"
"CA-2014-151995","2017-10-13","2017-10-15","First Class","Washington","Edmonds","98026","ZC-21910"
"CA-2014-117639","2017-05-21","2017-05-25","Standard Class","Virginia","Virginia Beach","23464","MW-18235"
"CA-2014-159709","2017-05-10","2017-05-15","Standard Class","Washington","Kent","98031","AI-10855"
"CA-2015-100454","2018-11-20","2018-11-25","Standard Class","New York","New York City","10035","BM-11650"
"CA-2016-140256","2019-08-22","2019-08-29","Standard Class","California","Los Angeles","90049","PW-19030"
"CA-2014-137092","2017-10-20","2017-10-22","Second Class","Illinois","Chicago","60653","LS-16975"
"CA-2014-133704","2017-09-20","2017-09-26","Standard Class","California","Los Angeles","90004","MA-17995"
"US-2016-118780","2019-09-10","2019-09-14","Second Class","New York","New York City","10011","PN-18775"
"CA-2017-109757","2020-09-04","2020-09-09","Second Class","Ohio","Akron","44312","MD-17350"
"CA-2014-156006","2017-04-30","2017-05-02","Second Class","Mississippi","Jackson","39212","TM-21010"
"CA-2015-145485","2018-11-05","2018-11-05","Same Day","California","San Francisco","94109","JM-16195"
"CA-2014-121664","2017-05-06","2017-05-10","Standard Class","California","Los Angeles","90049","HP-14815"
"CA-2015-167745","2018-09-18","2018-09-23","Standard Class","California","Los Angeles","90049","GB-14530"
"CA-2016-127670","2019-03-20","2019-03-24","Standard Class","Missouri","Saint Peters","63376","RD-19660"
"CA-2015-134782","2018-12-27","2018-12-31","Standard Class","Arkansas","Fayetteville","72701","MD-17350"
"CA-2017-140326","2020-09-04","2020-09-06","First Class","Illinois","Chicago","60653","HW-14935"
"CA-2014-169019","2017-07-26","2017-07-30","Standard Class","Texas","San Antonio","78207","LF-17185"
"US-2015-167220","2018-12-12","2018-12-16","Standard Class","Texas","Austin","78745","JB-15925"
"US-2014-159926","2017-11-18","2017-11-22","Standard Class","Pennsylvania","Philadelphia","19140","CS-11950"
"CA-2015-164084","2018-09-07","2018-09-12","Standard Class","New York","New York City","10011","AG-10525"
"CA-2015-132815","2018-09-19","2018-09-22","Second Class","California","Los Angeles","90008","RW-19540"
"CA-2017-145275","2020-04-02","2020-04-06","Standard Class","Alabama","Decatur","35601","AH-10465"
"CA-2017-137918","2020-09-29","2020-10-06","Standard Class","California","Lodi","95240","JK-15730"
"CA-2016-162901","2019-03-28","2019-03-31","First Class","Virginia","Arlington","22204","AS-10045"
"CA-2016-122581","2019-08-21","2019-08-25","Standard Class","New York","New York City","10035","JK-15370"
"CA-2016-159737","2019-09-03","2019-09-09","Standard Class","Illinois","Chicago","60610","CS-11950"
"CA-2017-155705","2020-08-21","2020-08-23","Second Class","Mississippi","Jackson","39212","NF-18385"
"CA-2015-156118","2018-12-08","2018-12-12","Standard Class","Colorado","Colorado Springs","80906","HG-14965"
"CA-2016-152331","2019-06-26","2019-06-30","Standard Class","Illinois","Chicago","60653","LD-16855"
"CA-2017-144064","2020-08-29","2020-09-01","First Class","Illinois","Quincy","62301","CP-12085"
"CA-2016-128811","2019-09-12","2019-09-16","Standard Class","Washington","Seattle","98103","SF-20200"
"CA-2015-107902","2018-08-28","2018-09-02","Standard Class","Connecticut","Fairfield","6824","SM-20950"
"CA-2016-128972","2019-11-13","2019-11-17","Standard Class","Oklahoma","Oklahoma City","73120","TS-21430"
"CA-2016-107783","2019-07-28","2019-07-29","First Class","Pennsylvania","Bethlehem","18018","OT-18730"
"CA-2016-108196","2019-11-25","2019-12-02","Standard Class","Ohio","Lancaster","43130","CS-12505"
"CA-2014-158337","2017-03-11","2017-03-14","Second Class","New York","New York City","10024","KA-16525"
"CA-2014-130673","2017-05-20","2017-05-22","Second Class","Texas","San Marcos","78666","MC-17590"
"CA-2014-151162","2017-12-05","2017-12-09","Standard Class","Ohio","Columbus","43229","EA-14035"
"CA-2014-130428","2017-03-31","2017-03-31","Same Day","Florida","Tampa","33614","TG-21640"
"US-2015-140200","2018-07-26","2018-07-28","First Class","Arizona","Mesa","85204","CA-12775"
"CA-2014-147900","2017-09-23","2017-09-28","Standard Class","Ohio","Lakewood","44107","JK-15640"
"CA-2015-112305","2018-11-20","2018-11-25","Standard Class","Washington","Seattle","98105","KB-16405"
"CA-2017-163209","2020-05-03","2020-05-07","Standard Class","California","San Francisco","94122","MK-18160"
"CA-2014-159814","2017-06-24","2017-06-28","Standard Class","Arizona","Tucson","85705","LP-17080"
"CA-2017-101728","2020-08-19","2020-08-23","Standard Class","Illinois","Chicago","60653","SC-20575"
"US-2015-101511","2018-11-21","2018-11-23","Second Class","Ohio","Newark","43055","JE-15745"
"CA-2016-158575","2019-11-18","2019-11-24","Standard Class","Ohio","Kent","44240","SB-20290"
"US-2016-163881","2019-11-24","2019-11-30","Standard Class","California","Los Angeles","90036","SP-20860"
"CA-2015-165813","2018-03-20","2018-03-22","Second Class","Oregon","Salem","97301","BM-11785"
"CA-2017-122735","2020-04-12","2020-04-15","Second Class","Rhode Island","Providence","2908","BD-11320"
"CA-2016-109743","2019-09-22","2019-09-29","Standard Class","Tennessee","Smyrna","37167","SH-19975"
"CA-2015-137974","2018-04-16","2018-04-18","First Class","Virginia","Waynesboro","22980","LL-16840"
"CA-2016-163986","2019-09-03","2019-09-10","Standard Class","Wisconsin","Waukesha","53186","JJ-15445"
"CA-2014-131009","2017-03-01","2017-03-05","Standard Class","Texas","El Paso","79907","SC-20380"
"CA-2015-129322","2018-08-08","2018-08-10","Second Class","Massachusetts","Lawrence","1841","DB-13405"
"US-2017-101518","2020-11-03","2020-11-08","Standard Class","Pennsylvania","Philadelphia","19140","PB-19105"
"CA-2017-119389","2020-04-17","2020-04-19","First Class","Pennsylvania","Philadelphia","19120","BG-11740"
"CA-2014-164210","2017-11-18","2017-11-20","Second Class","Colorado","Louisville","80027","PW-19240"
"CA-2014-169775","2017-08-29","2017-09-02","Second Class","Florida","Miami","33178","RA-19945"
"CA-2017-118521","2020-02-16","2020-02-20","Standard Class","New York","New York City","10035","LF-17185"
"CA-2017-128944","2020-06-19","2020-06-21","Second Class","Ohio","Newark","43055","KH-16330"
"CA-2014-123225","2017-07-11","2017-07-14","First Class","Texas","El Paso","79907","MN-17935"
"CA-2015-101910","2018-11-27","2018-12-03","Standard Class","California","Lake Elsinore","92530","CD-11920"
"US-2016-134761","2019-11-30","2019-11-30","Same Day","North Carolina","Hickory","28601","DB-13210"
"CA-2014-138177","2017-09-19","2017-09-24","Standard Class","Arizona","Chandler","85224","ND-18460"
"CA-2017-100650","2020-06-29","2020-07-03","Second Class","California","Anaheim","92804","DK-13225"
"CA-2016-165918","2019-09-10","2019-09-14","Standard Class","Washington","Edmonds","98026","BD-11770"
"CA-2017-152975","2020-09-14","2020-09-16","First Class","New York","New York City","10035","RB-19705"
"US-2014-131275","2017-03-18","2017-03-24","Standard Class","California","Burbank","91505","SC-20050"
"CA-2014-112403","2017-03-31","2017-03-31","Same Day","Pennsylvania","Philadelphia","19120","JO-15280"
"CA-2017-119424","2020-06-12","2020-06-14","Second Class","Washington","Kent","98031","SB-20185"
"CA-2016-108644","2019-09-30","2019-10-03","First Class","Illinois","Quincy","62301","SJ-20215"
"CA-2017-152310","2020-08-12","2020-08-19","Standard Class","Washington","Seattle","98103","DK-12895"
"CA-2016-168956","2019-02-16","2019-02-20","Standard Class","Illinois","Chicago","60623","EA-14035"
"CA-2015-131884","2018-12-06","2018-12-06","Same Day","Ohio","Marion","43302","DK-13375"
"CA-2015-156335","2018-09-25","2018-09-28","Second Class","New Jersey","Bayonne","7002","PO-19195"
"CA-2014-122609","2017-11-12","2017-11-18","Standard Class","Texas","Carrollton","75007","DP-13000"
"CA-2016-113607","2019-10-14","2019-10-18","Standard Class","New York","New York City","10009","PW-19030"
"US-2017-113852","2020-07-29","2020-08-02","Standard Class","Washington","Seattle","98115","GW-14605"
"CA-2017-147767","2020-12-02","2020-12-02","Same Day","Arizona","Peoria","85345","SV-20935"
"CA-2015-120551","2018-04-13","2018-04-20","Standard Class","Nebraska","Norfolk","68701","SS-20590"
"CA-2015-144190","2018-06-09","2018-06-13","Standard Class","Michigan","Royal Oak","48073","NC-18415"
"CA-2016-102981","2019-09-06","2019-09-09","Second Class","New York","New York City","10035","MO-17500"
"CA-2016-124149","2019-04-23","2019-04-26","First Class","Ohio","Lancaster","43130","MJ-17740"
"CA-2014-131051","2017-12-01","2017-12-05","Standard Class","California","San Francisco","94122","TR-21325"
"CA-2017-122490","2020-11-13","2020-11-18","Standard Class","Washington","Seattle","98103","TT-21070"
"CA-2014-124023","2017-04-07","2017-04-10","First Class","Alabama","Mobile","36608","PJ-19015"
"US-2017-152002","2020-06-11","2020-06-11","Same Day","California","Los Angeles","90004","DV-13465"
"US-2014-164644","2017-07-22","2017-07-24","Second Class","Texas","Houston","77095","JL-15850"
"CA-2017-121538","2020-11-28","2020-12-01","First Class","Colorado","Denver","80219","RH-19495"
"CA-2016-131289","2019-12-08","2019-12-14","Standard Class","California","San Francisco","94110","SP-20620"
"CA-2016-153577","2019-06-27","2019-07-01","Standard Class","Illinois","Highland Park","60035","KH-16330"
"CA-2016-111605","2019-12-27","2020-01-02","Standard Class","Kentucky","Louisville","40214","JW-15955"
"CA-2015-104948","2018-11-13","2018-11-17","Standard Class","California","San Bernardino","92404","KH-16510"
"CA-2017-154011","2020-06-19","2020-06-26","Standard Class","Texas","Dallas","75081","DB-13270"
"CA-2017-117695","2020-08-05","2020-08-08","First Class","Kentucky","Richmond","40475","PW-19030"
"CA-2016-157686","2019-10-01","2019-10-02","First Class","California","San Francisco","94122","BD-11620"
"CA-2016-123512","2019-06-17","2019-06-19","First Class","California","Los Angeles","90045","MV-18190"
"CA-2017-157420","2020-11-21","2020-11-21","Same Day","Texas","Houston","77095","HZ-14950"
"CA-2016-106894","2019-02-07","2019-02-07","Same Day","Virginia","Springfield","22153","CA-12265"
"CA-2016-106243","2019-09-30","2019-10-04","Standard Class","New York","New York City","10011","GM-14680"
"CA-2014-126683","2017-09-29","2017-10-01","Second Class","Washington","Seattle","98115","PP-18955"
"CA-2017-160423","2020-01-21","2020-01-26","Standard Class","North Carolina","Charlotte","28205","PS-19045"
"US-2016-114293","2019-11-21","2019-11-26","Standard Class","Oregon","Gresham","97030","JH-16180"
"US-2017-120418","2020-06-11","2020-06-12","First Class","Arizona","Peoria","85345","BC-11125"
"CA-2017-139661","2020-10-30","2020-11-03","Standard Class","Washington","Vancouver","98661","JW-15220"
"CA-2017-168396","2020-08-03","2020-08-08","Second Class","California","San Francisco","94122","BD-11725"
"CA-2015-112375","2018-12-21","2018-12-27","Standard Class","Florida","Daytona Beach","32114","RD-19720"
"CA-2015-140921","2018-02-03","2018-02-05","First Class","Nebraska","Omaha","68104","AA-10375"
"CA-2015-158792","2018-12-26","2019-01-02","Standard Class","Massachusetts","Lawrence","1841","BD-11605"
"US-2014-111353","2017-11-29","2017-12-06","Standard Class","New York","New York City","10009","PB-19150"
